record_no,iso_code,country,population,year,co2,co2_per_capita,co2_per_gdp,co2_growth_prct,consumption_co2,consumption_co2_per_capita,share_global_co2
582,IRN,Iran,71336000.0,2007,513.314,7.1960000000000015,0.417,1.89,497.365,6.972,1.64
583,IRN,Iran,72121000.0,2008,534.91,7.417000000000002,0.431,4.207,509.937,7.0710000000000015,1.6740000000000002
584,IRN,Iran,72925000.0,2009,546.885,7.499,0.4270000000000001,2.239,515.9540000000002,7.075,1.7380000000000002
585,IRN,Iran,73763000.0,2010,564.035,7.647,0.424,3.136,543.286,7.365,1.702
586,IRN,Iran,74635000.0,2011,579.04,7.757999999999999,0.423,2.66,550.533,7.376,1.693
587,IRN,Iran,75540000.0,2012,600.684,7.952000000000001,0.496,3.738,555.148,7.349,1.7280000000000002
588,IRQ,Iraq,27911000.0,2007,61.492,2.2030000000000003,0.35100000000000003,-37.369,,,0.196
589,IRQ,Iraq,28386000.0,2008,92.167,3.247,0.431,49.885,,,0.289
590,IRQ,Iraq,28973000.0,2009,103.489,3.572,0.417,12.284,,,0.329
591,IRQ,Iraq,29742000.0,2010,110.985,3.732,0.368,7.244,,,0.335
592,IRQ,Iraq,30725000.0,2011,135.274,4.4030000000000005,0.35600000000000004,21.885,,,0.395
593,IRQ,Iraq,31890000.0,2012,152.815,4.792,0.36,12.967,,,0.44
594,IRL,Ireland,4325000.0,2007,47.665,11.021,0.194,0.129,69.167,15.992,0.152
595,IRL,Ireland,4416000.0,2008,47.36600000000001,10.726,0.214,-0.627,63.262,14.326,0.14800000000000002
596,IRL,Ireland,4495000.0,2009,42.18,9.384,0.193,-10.95,51.977,11.563,0.134
597,IRL,Ireland,4554000.0,2010,41.74800000000001,9.167,0.187,-1.023,48.592,10.67,0.126
598,IRL,Ireland,4591000.0,2011,38.052,8.288,0.17,-8.852,46.901,10.216,0.111
599,IRL,Ireland,4608000.0,2012,38.21,8.292,0.174,0.414,45.776,9.934,0.11
600,ISR,Israel,6847000.0,2007,62.8,9.172,0.316,1.047,77.842,11.369000000000002,0.201
601,ISR,Israel,7021000.0,2008,67.98,9.682,0.34,8.249,83.0,11.822,0.213
602,ISR,Israel,7190000.0,2009,63.861,8.882,0.303,-6.059,76.285,10.61,0.203
603,ISR,Israel,7346000.0,2010,68.28699999999999,9.296,0.315,6.931,82.59700000000002,11.244000000000002,0.206
604,ISR,Israel,7487000.0,2011,68.595,9.162,0.31,0.451,84.62200000000001,11.303,0.201
605,ISR,Israel,7615000.0,2012,74.785,9.821,0.327,9.024,90.148,11.838,0.215
606,ITA,Italy,58748000.0,2007,487.693,8.301,0.233,-1.501,622.784,10.601,1.558
607,ITA,Italy,58922000.0,2008,476.23,8.082,0.226,-2.351,621.7869999999998,10.553,1.491
608,ITA,Italy,59106000.0,2009,422.624,7.15,0.205,-11.255999999999998,548.257,9.276,1.3430000000000002
609,ITA,Italy,59325000.0,2010,433.6880000000001,7.31,0.212,2.6180000000000003,576.732,9.722,1.3090000000000002
610,ITA,Italy,59589000.0,2011,422.039,7.082999999999998,0.202,-2.6860000000000004,575.889,9.664,1.234
611,ITA,Italy,59879000.0,2012,401.555,6.706,0.192,-4.854,519.852,8.682,1.155
612,JAM,Jamaica,2768000.0,2007,10.749,3.883,0.552,-7.152,14.465,5.226,0.034
613,JAM,Jamaica,2782000.0,2008,10.78,3.875,0.564,0.28300000000000003,14.103,5.07,0.034
614,JAM,Jamaica,2796000.0,2009,7.934,2.838,0.393,-26.4,8.86,3.169,0.025
615,JAM,Jamaica,2810000.0,2010,7.677,2.732,0.377,-3.233,9.58,3.409,0.023
616,JAM,Jamaica,2826000.0,2011,8.256,2.9210000000000003,0.403,7.532999999999999,11.019,3.899,0.024
617,JAM,Jamaica,2842000.0,2012,7.9129999999999985,2.784,0.393,-4.152,10.589,3.726,0.023
618,JPN,Japan,128494000.0,2007,1302.524,10.137,0.28300000000000003,2.818,1512.41,11.77,4.162
619,JPN,Japan,128539000.0,2008,1231.91,9.584,0.273,-5.421,1485.19,11.554,3.856
620,JPN,Japan,128555000.0,2009,1162.648,9.044,0.27,-5.622000000000001,1360.5320000000004,10.583,3.695
621,JPN,Japan,128542000.0,2010,1214.069,9.445,0.269,4.423,1426.152,11.095,3.664
622,JPN,Japan,128499000.0,2011,1264.155,9.838,0.28300000000000003,4.126,1516.65,11.803,3.695
623,JPN,Japan,128424000.0,2012,1305.433,10.165,0.292,3.265,1554.314,12.103,3.756
624,JOR,Jordan,6255000.0,2007,21.437,3.427,0.513,4.431,25.847,4.132,0.069
625,JOR,Jordan,6556000.0,2008,20.718000000000004,3.16,0.38,-3.354,27.297,4.164,0.065
626,JOR,Jordan,6893000.0,2009,21.336,3.095,0.331,2.985,29.398000000000003,4.265,0.068
627,JOR,Jordan,7262000.0,2010,20.614,2.839,0.307,-3.384,27.18,3.743,0.062
628,JOR,Jordan,7663000.0,2011,21.244,2.772,0.279,3.053,28.073,3.664,0.062
629,JOR,Jordan,8090000.0,2012,23.813,2.944,0.29,12.095,27.604,3.412,0.069
630,KAZ,Kazakhstan,15702000.0,2007,227.961,14.518,0.995,2.8480000000000003,191.749,12.212,0.728
631,KAZ,Kazakhstan,15862000.0,2008,229.096,14.443,0.868,0.498,181.179,11.422,0.7170000000000001
632,KAZ,Kazakhstan,16043000.0,2009,224.146,13.972,0.882,-2.161,168.41400000000004,10.498,0.7120000000000001
633,KAZ,Kazakhstan,16252000.0,2010,250.897,15.438,0.848,11.935,158.308,9.741,0.757
634,KAZ,Kazakhstan,16491000.0,2011,240.651,14.593,0.6679999999999999,-4.084,148.31,8.993,0.703
635,KAZ,Kazakhstan,16752000.0,2012,246.75,14.73,0.6559999999999999,2.5340000000000003,176.035,10.508,0.71
636,KEN,Kenya,38706000.0,2007,9.54,0.246,0.114,2.1830000000000003,14.509,0.375,0.03
637,KEN,Kenya,39792000.0,2008,9.912,0.249,0.113,3.892,15.235,0.383,0.031
638,KEN,Kenya,40902000.0,2009,11.968,0.293,0.127,20.743,18.4,0.45,0.038
639,KEN,Kenya,42031000.0,2010,11.746,0.279,0.113,-1.853,17.778,0.423,0.035
640,KEN,Kenya,43178000.0,2011,12.928,0.299,0.113,10.064,19.447,0.45,0.038
641,KEN,Kenya,44343000.0,2012,11.987,0.27,0.099,-7.28,19.663,0.443,0.034
642,KIR,Kiribati,97000.0,2007,0.059,0.604,,-11.111,,,0.0
643,KIR,Kiribati,99000.0,2008,0.066,0.6659999999999999,,12.5,,,0.0
644,KIR,Kiribati,101000.0,2009,0.055,0.544,,-16.667,,,0.0
645,KIR,Kiribati,103000.0,2010,0.059,0.569,,6.667000000000002,,,0.0
646,KIR,Kiribati,105000.0,2011,0.055,0.523,,-6.25,,,0.0
647,KIR,Kiribati,106000.0,2012,0.051,0.484,,-6.667000000000002,,,0.0
648,OWID_KOS,Kosovo,,2008,7.387,,,,,,0.023
649,OWID_KOS,Kosovo,,2009,8.13,,,10.069,,,0.026
650,OWID_KOS,Kosovo,,2010,8.372,,,2.974,,,0.025
651,OWID_KOS,Kosovo,,2011,8.31,,,-0.7440000000000001,,,0.024
652,OWID_KOS,Kosovo,,2012,7.874,,,-5.247000000000001,,,0.023
653,KWT,Kuwait,2504000.0,2007,74.875,29.902,0.35,2.024,68.663,27.421,0.239
654,KWT,Kuwait,2656000.0,2008,82.29799999999999,30.986,0.324,9.915,73.502,27.674,0.258
655,KWT,Kuwait,2821000.0,2009,86.955,30.824,0.467,5.658,72.553,25.719,0.276
656,KWT,Kuwait,2992000.0,2010,89.272,29.837,0.44,2.665,74.807,25.002,0.269
657,KWT,Kuwait,3168000.0,2011,86.26299999999998,27.229,0.332,-3.3710000000000004,70.28,22.184,0.252
658,KWT,Kuwait,3349000.0,2012,100.073,29.881,0.339,16.01,75.205,22.456,0.28800000000000003
659,KGZ,Kyrgyzstan,5184000.0,2007,6.518,1.257,0.438,20.286,7.4129999999999985,1.43,0.021
660,KGZ,Kyrgyzstan,5255000.0,2008,7.547999999999999,1.436,0.434,15.802,7.996,1.5219999999999998,0.024
661,KGZ,Kyrgyzstan,5335000.0,2009,6.737,1.263,0.38,-10.743,12.683,2.377,0.021
662,KGZ,Kyrgyzstan,5422000.0,2010,6.313,1.164,0.353,-6.301,11.831,2.182,0.019
663,KGZ,Kyrgyzstan,5518000.0,2011,7.5539999999999985,1.369,0.342,19.653,13.077,2.37,0.022
664,KGZ,Kyrgyzstan,5622000.0,2012,10.0,1.779,0.47,32.387,15.883,2.825,0.029
665,LAO,Laos,5945000.0,2007,1.831,0.308,0.102,4.471,2.761,0.464,0.006
666,LAO,Laos,6047000.0,2008,2.127,0.35200000000000004,0.107,16.149,3.237,0.535,0.006999999999999999
667,LAO,Laos,6149000.0,2009,2.664,0.433,0.118,25.29,3.966,0.645,0.008
668,LAO,Laos,6249000.0,2010,3.0,0.48,0.124,12.608,4.388,0.7020000000000001,0.009000000000000001
669,LAO,Laos,6348000.0,2011,3.167,0.499,0.111,5.556,5.089,0.802,0.009000000000000001
670,LAO,Laos,6445000.0,2012,3.398,0.527,0.104,7.291,5.87,0.911,0.01
671,LVA,Latvia,2198000.0,2007,8.632,3.927,0.219,3.928,16.862000000000002,7.671,0.028
672,LVA,Latvia,2171000.0,2008,8.193,3.774,0.206,-5.088,16.309,7.512,0.026
673,LVA,Latvia,2145000.0,2009,7.452000000000001,3.474,0.212,-9.043,13.026,6.073,0.024
674,LVA,Latvia,2119000.0,2010,8.549,4.034,0.242,14.720999999999998,13.242,6.249,0.026
675,LVA,Latvia,2094000.0,2011,7.805,3.728,0.206,-8.697000000000001,12.999,6.207999999999998,0.023
676,LVA,Latvia,2069000.0,2012,7.515,3.632,0.18600000000000005,-3.718,13.213,6.386,0.022
677,LBN,Lebanon,4767000.0,2007,13.75,2.884,0.239,-7.047999999999999,,,0.044
678,LBN,Lebanon,4765000.0,2008,17.419,3.656,0.272,26.685,,,0.055
679,LBN,Lebanon,4813000.0,2009,20.958,4.354,0.289,20.316,,,0.067
680,LBN,Lebanon,4953000.0,2010,19.997,4.037,0.262,-4.584,,,0.06
681,LBN,Lebanon,5202000.0,2011,20.264,3.895,0.277,1.335,,,0.059
682,LBN,Lebanon,5538000.0,2012,22.332,4.032,0.304,10.203,,,0.064
683,LSO,Lesotho,1987000.0,2007,2.074,1.044,0.452,1.7990000000000002,,,0.006999999999999999
684,LSO,Lesotho,1987000.0,2008,2.125,1.07,0.439,2.4730000000000003,,,0.006999999999999999
685,LSO,Lesotho,1990000.0,2009,2.217,1.114,0.46,4.31,,,0.006999999999999999
686,LSO,Lesotho,1996000.0,2010,2.275,1.14,0.514,2.645,,,0.006999999999999999
687,LSO,Lesotho,2004000.0,2011,2.327,1.161,0.515,2.254,,,0.006999999999999999
688,LSO,Lesotho,2015000.0,2012,2.396,1.189,0.48,2.992,,,0.006999999999999999
689,LBR,Liberia,3462000.0,2007,0.628,0.181,0.254,-6.662000000000001,,,0.002
690,LBR,Liberia,3608000.0,2008,0.535,0.14800000000000002,0.17,-14.757,,,0.002
691,LBR,Liberia,3754000.0,2009,0.475,0.127,0.157,-11.166,,,0.002
692,LBR,Liberia,3891000.0,2010,0.7609999999999999,0.196,0.223,60.13399999999999,,,0.002
693,LBR,Liberia,4017000.0,2011,0.852,0.212,0.261,11.892,,,0.002
694,LBR,Liberia,4136000.0,2012,0.964,0.233,0.29100000000000004,13.165,,,0.003
695,LBY,Libya,5975000.0,2007,49.34,8.258,0.305,-6.316,,,0.158
696,LBY,Libya,6059000.0,2008,55.341,9.134,0.299,12.164,,,0.173
697,LBY,Libya,6134000.0,2009,57.19600000000001,9.324,0.311,3.35,,,0.182
698,LBY,Libya,6198000.0,2010,61.122,9.862,0.318,6.864,,,0.184
699,LBY,Libya,6247000.0,2011,39.265,6.285,0.528,-35.76,,,0.115
700,LBY,Libya,6286000.0,2012,52.409,8.337,0.314,33.476,,,0.151
701,LIE,Liechtenstein,35000.0,2007,0.201,5.7360000000000015,,-13.125,,,0.001
702,LIE,Liechtenstein,35000.0,2008,0.22,6.272,,9.334,,,0.001
703,LIE,Liechtenstein,36000.0,2009,0.205,5.704,,-6.448,,,0.001
704,LIE,Liechtenstein,36000.0,2010,0.191,5.3,,-7.082999999999998,,,0.001
705,LIE,Liechtenstein,36000.0,2011,0.177,4.91,,-7.353,,,0.001
706,LIE,Liechtenstein,37000.0,2012,0.185,5.009,,4.83,,,0.001
707,LTU,Lithuania,3259000.0,2007,15.798,4.847,0.271,9.646,24.401,7.487,0.05
708,LTU,Lithuania,3213000.0,2008,15.179,4.724,0.254,-3.916,23.265,7.241,0.048
709,LTU,Lithuania,3167000.0,2009,13.023,4.112,0.241,-14.206,19.736,6.232,0.041
710,LTU,Lithuania,3124000.0,2010,13.927,4.458,0.245,6.941,19.89,6.367000000000001,0.042
711,LTU,Lithuania,3083000.0,2011,14.271,4.629,0.233,2.472,23.1,7.4929999999999986,0.042
712,LTU,Lithuania,3046000.0,2012,14.331,4.705,0.21600000000000005,0.419,21.465,7.0470000000000015,0.041
713,LUX,Luxembourg,475000.0,2007,11.334,23.86,0.393,-5.049,11.021,23.202,0.036000000000000004
714,LUX,Luxembourg,485000.0,2008,11.195,23.083,0.413,-1.221,26.011,53.63,0.035
715,LUX,Luxembourg,497000.0,2009,10.648,21.424,0.386,-4.89,26.322,52.963,0.034
716,LUX,Luxembourg,508000.0,2010,11.219,22.085,0.378,5.367000000000001,25.23,49.665,0.034
717,LUX,Luxembourg,519000.0,2011,11.115,21.415,0.396,-0.934,10.587,20.4,0.032
718,LUX,Luxembourg,531000.0,2012,10.851,20.436,0.35200000000000004,-2.3680000000000003,25.007,47.093,0.031
719,,Macao,505000.0,2007,1.3630000000000002,2.699,,-15.837,,,0.004
720,,Macao,515000.0,2008,1.132,2.198,,-16.935,,,0.004
721,,Macao,526000.0,2009,1.891,3.594,,66.99,,,0.006
722,,Macao,538000.0,2010,1.235,2.295,,-34.69,,,0.004
723,,Macao,551000.0,2011,1.456,2.642,,17.893,,,0.004
724,,Macao,564000.0,2012,1.291,2.289,,-11.299,,,0.004
725,MDG,Madagascar,19434000.0,2007,1.783,0.092,0.083,7.034,3.265,0.168,0.006
726,MDG,Madagascar,19996000.0,2008,1.869,0.093,0.078,4.774,4.0760000000000005,0.204,0.006
727,MDG,Madagascar,20569000.0,2009,1.754,0.085,0.07200000000000001,-6.1370000000000005,3.736,0.182,0.006
728,MDG,Madagascar,21152000.0,2010,1.938,0.092,0.071,10.517,3.445,0.163,0.006
729,MDG,Madagascar,21744000.0,2011,2.377,0.109,0.08199999999999999,22.626,3.65,0.168,0.006999999999999999
730,MDG,Madagascar,22347000.0,2012,2.74,0.123,0.092,15.27,4.367,0.195,0.008
731,MWI,Malawi,13342000.0,2007,0.969,0.073,0.06,5.563,1.951,0.146,0.003
732,MWI,Malawi,13728000.0,2008,1.087,0.079,0.06,12.202,2.405,0.175,0.003
733,MWI,Malawi,14128000.0,2009,1.095,0.077,0.073,0.6859999999999999,2.67,0.189,0.003
734,MWI,Malawi,14540000.0,2010,1.026,0.071,0.067,-6.228,2.66,0.183,0.003
735,MWI,Malawi,14962000.0,2011,1.14,0.076,0.065,11.061,2.528,0.16899999999999998,0.003
736,MWI,Malawi,15396000.0,2012,1.133,0.07400000000000001,0.068,-0.5720000000000001,2.164,0.141,0.003
737,MYS,Malaysia,26720000.0,2007,182.832,6.843,0.42,2.181,157.153,5.881,0.584
738,MYS,Malaysia,27236000.0,2008,202.498,7.435,0.425,10.755999999999998,176.90099999999995,6.495,0.634
739,MYS,Malaysia,27735000.0,2009,196.948,7.101,0.435,-2.741,167.74200000000005,6.047999999999999,0.626
740,MYS,Malaysia,28208000.0,2010,216.537,7.676,0.443,9.946,191.473,6.7879999999999985,0.654
741,MYS,Malaysia,28651000.0,2011,217.427,7.588999999999999,0.399,0.411,196.289,6.851,0.636
742,MYS,Malaysia,29068000.0,2012,215.812,7.423999999999999,0.374,-0.743,212.275,7.303,0.621
743,MDV,Maldives,335000.0,2007,0.78,2.33,,2.899,,,0.002
744,MDV,Maldives,343000.0,2008,0.843,2.457,,7.981,,,0.003
745,MDV,Maldives,353000.0,2009,0.883,2.501,,4.783,,,0.003
746,MDV,Maldives,366000.0,2010,0.934,2.553,,5.809,,,0.003
747,MDV,Maldives,380000.0,2011,0.986,2.594,,5.49,,,0.003
748,MDV,Maldives,397000.0,2012,1.11,2.7960000000000003,,12.639,,,0.003
749,MLI,Mali,13651000.0,2007,1.297,0.095,0.081,20.0,,,0.004
750,MLI,Mali,14114000.0,2008,1.557,0.11,0.087,20.056,,,0.005
751,MLI,Mali,14581000.0,2009,1.784,0.122,0.09,14.588,,,0.006
752,MLI,Mali,15049000.0,2010,1.975,0.131,0.091,10.678,,,0.006
753,MLI,Mali,15515000.0,2011,2.158,0.139,0.103,9.276,,,0.006
754,MLI,Mali,15979000.0,2012,2.297,0.14400000000000002,0.113,6.452000000000001,,,0.006999999999999999
755,MLT,Malta,408000.0,2007,2.736,6.705,0.28800000000000003,2.617,3.746,9.181,0.009000000000000001
756,MLT,Malta,409000.0,2008,2.747,6.7170000000000005,0.28800000000000003,0.417,5.979,14.619000000000002,0.009000000000000001
757,MLT,Malta,412000.0,2009,2.533,6.147,0.249,-7.81,5.7189999999999985,13.880999999999998,0.008
758,MLT,Malta,414000.0,2010,2.582,6.2360000000000015,0.251,1.942,5.392,13.024,0.008
759,MLT,Malta,418000.0,2011,2.5780000000000003,6.167999999999998,0.258,-0.14300000000000002,6.085,14.556,0.008
760,MLT,Malta,422000.0,2012,2.762,6.545,0.273,7.1370000000000005,7.47,17.702,0.008
761,MHL,Marshall Islands,56000.0,2007,0.125,2.225,,3.03,,,0.0
762,MHL,Marshall Islands,56000.0,2008,0.128,2.29,,2.9410000000000003,,,0.0
763,MHL,Marshall Islands,56000.0,2009,0.132,2.355,,2.857,,,0.0
764,MHL,Marshall Islands,56000.0,2010,0.136,2.421,,2.778,,,0.0
765,MHL,Marshall Islands,57000.0,2011,0.139,2.443,,2.7030000000000003,,,0.0
766,MHL,Marshall Islands,57000.0,2012,0.136,2.378,,-2.632,,,0.0
767,MRT,Mauritania,3203000.0,2007,1.638,0.511,0.194,15.206,,,0.005
768,MRT,Mauritania,3296000.0,2008,1.773,0.5379999999999999,0.215,8.277000000000001,,,0.006
769,MRT,Mauritania,3393000.0,2009,1.96,0.578,0.246,10.537,,,0.006
770,MRT,Mauritania,3494000.0,2010,1.96,0.561,0.214,,,,0.006
771,MRT,Mauritania,3599000.0,2011,2.11,0.586,0.207,7.664,,,0.006
772,MRT,Mauritania,3707000.0,2012,2.33,0.629,0.224,10.417,,,0.006999999999999999
773,MUS,Mauritius,1234000.0,2007,3.686,2.987,0.193,1.616,4.96,4.019,0.012
774,MUS,Mauritius,1239000.0,2008,3.767,3.04,0.195,2.187,5.372999999999998,4.337,0.012
775,MUS,Mauritius,1244000.0,2009,3.708,2.9810000000000003,0.18600000000000005,-1.556,5.043,4.0539999999999985,0.012
776,MUS,Mauritius,1248000.0,2010,3.913,3.136,0.191,5.534,5.056,4.052,0.012
777,MUS,Mauritius,1251000.0,2011,3.917,3.131,0.182,0.094,5.86,4.684,0.011
778,MUS,Mauritius,1253000.0,2012,3.964,3.164,0.18,1.216,5.195,4.146,0.011
779,MEX,Mexico,109171000.0,2007,479.787,4.395,0.316,0.6759999999999999,501.991,4.598,1.533
780,MEX,Mexico,110815000.0,2008,492.98,4.449,0.314,2.75,518.394,4.678,1.543
781,MEX,Mexico,112464000.0,2009,475.903,4.232,0.322,-3.464,494.361,4.396,1.513
782,MEX,Mexico,114093000.0,2010,463.783,4.065,0.292,-2.547,498.759,4.372,1.4
783,MEX,Mexico,115695000.0,2011,484.165,4.185,0.281,4.395,513.814,4.441,1.415
784,MEX,Mexico,117274000.0,2012,496.3,4.232,0.285,2.506,542.712,4.628,1.4280000000000002
785,,Micronesia,,2007,0.132,,,9.091,,,0.0
786,,Micronesia,,2008,0.11,,,-16.667,,,0.0
787,,Micronesia,,2009,0.147,,,33.333,,,0.0
788,,Micronesia,,2010,0.103,,,-30.0,,,0.0
789,,Micronesia,,2011,0.117,,,14.286,,,0.0
790,,Micronesia,,2012,0.125,,,6.25,,,0.0
791,MDA,Moldova,4130000.0,2007,4.979,1.205,0.394,-1.018,,,0.016
792,MDA,Moldova,4113000.0,2008,5.19,1.262,0.387,4.255,,,0.016
793,MDA,Moldova,4098000.0,2009,4.54,1.108,0.336,-12.54,,,0.014
794,MDA,Moldova,4086000.0,2010,4.831,1.182,0.308,6.419,,,0.015
795,MDA,Moldova,4079000.0,2011,4.945,1.212,0.272,2.361,,,0.014
796,MDA,Moldova,4076000.0,2012,4.766,1.169,0.263,-3.626,,,0.014
797,MNG,Mongolia,2594000.0,2007,12.079,4.6560000000000015,0.6890000000000001,28.418000000000006,11.956,4.609,0.039
798,MNG,Mongolia,2632000.0,2008,12.017,4.566,0.632,-0.514,12.883,4.895,0.038
799,MNG,Mongolia,2674000.0,2009,13.074000000000002,4.8889999999999985,0.7090000000000001,8.799,13.704,5.125,0.042
800,MNG,Mongolia,2720000.0,2010,13.82,5.081,0.6629999999999999,5.706,14.638,5.3820000000000014,0.042
801,MNG,Mongolia,2770000.0,2011,21.426,7.735,0.799,55.04,23.072,8.329,0.063
802,MNG,Mongolia,2825000.0,2012,35.031,12.4,1.133,63.494,35.15,12.442,0.101
803,MNE,Montenegro,620000.0,2007,2.056,3.315,0.22,-0.355,,,0.006999999999999999
804,MNE,Montenegro,621000.0,2008,2.605,4.195,0.255,26.738000000000003,,,0.008
805,MNE,Montenegro,623000.0,2009,1.682,2.699,0.175,-35.44300000000001,,,0.005
806,MNE,Montenegro,624000.0,2010,2.422,3.881,0.25,44.00899999999999,,,0.006999999999999999
807,MNE,Montenegro,625000.0,2011,2.407,3.852,0.231,-0.605,,,0.006999999999999999
808,MNE,Montenegro,626000.0,2012,2.213,3.535,0.214,-8.067,,,0.006
809,MSR,Montserrat,5000.0,2007,0.04,8.061,,10.0,,,0.0
810,MSR,Montserrat,5000.0,2008,0.048,9.526,,18.182,,,0.0
811,MSR,Montserrat,5000.0,2009,0.048,9.526,,,,,0.0
812,MSR,Montserrat,5000.0,2010,0.066,13.19,,38.462,,,0.0
813,MSR,Montserrat,5000.0,2011,0.04,8.061,,-38.889,,,0.0
814,MSR,Montserrat,5000.0,2012,0.044,8.794,,9.091,,,0.0
815,MAR,Morocco,31164000.0,2007,50.289,1.614,0.309,6.007999999999999,56.12,1.801,0.161
816,MAR,Morocco,31537000.0,2008,52.916,1.6780000000000002,0.28600000000000003,5.224,61.14100000000001,1.939,0.166
817,MAR,Morocco,31929000.0,2009,52.648,1.649,0.265,-0.506,58.429,1.83,0.16699999999999998
818,MAR,Morocco,32343000.0,2010,56.27,1.74,0.262,6.877999999999999,61.44300000000001,1.9,0.17
819,MAR,Morocco,32782000.0,2011,56.712,1.73,0.238,0.7859999999999999,63.507,1.937,0.166
820,MAR,Morocco,33242000.0,2012,59.028,1.776,0.242,4.084,65.146,1.96,0.17
821,MOZ,Mozambique,21673000.0,2007,2.187,0.101,0.113,14.225,7.518,0.34700000000000003,0.006999999999999999
822,MOZ,Mozambique,22277000.0,2008,2.18,0.098,0.107,-0.335,8.72,0.391,0.006999999999999999
823,MOZ,Mozambique,22895000.0,2009,2.44,0.107,0.117,11.93,9.731,0.425,0.008
824,MOZ,Mozambique,23532000.0,2010,2.634,0.112,0.125,7.95,9.115,0.387,0.008
825,MOZ,Mozambique,24188000.0,2011,3.107,0.128,0.15,17.976,10.652,0.44,0.009000000000000001
826,MOZ,Mozambique,24863000.0,2012,2.9810000000000003,0.12,0.13699999999999998,-4.073,11.261,0.453,0.009000000000000001
827,MMR,Myanmar,49621000.0,2007,12.795,0.258,0.102,0.114,,,0.041
828,MMR,Myanmar,49930000.0,2008,9.722,0.195,0.07,-24.014,,,0.03
829,MMR,Myanmar,50250000.0,2009,10.155,0.202,0.071,4.454,,,0.032
830,MMR,Myanmar,50601000.0,2010,13.084,0.259,0.075,28.835,,,0.039
831,MMR,Myanmar,50991000.0,2011,15.068,0.29600000000000004,0.07400000000000001,15.164,,,0.044
832,MMR,Myanmar,51414000.0,2012,11.892,0.231,0.05,-21.078000000000007,,,0.034
833,NAM,Namibia,2007000.0,2007,2.36,1.176,0.16399999999999998,1.258,6.14,3.059,0.008
834,NAM,Namibia,2043000.0,2008,3.323,1.6269999999999998,0.209,40.839,7.362999999999999,3.604,0.01
835,NAM,Namibia,2081000.0,2009,3.067,1.474,0.195,-7.718,4.169,2.003,0.01
836,NAM,Namibia,2119000.0,2010,3.096,1.461,0.191,0.956,3.956,1.867,0.009000000000000001
837,NAM,Namibia,2157000.0,2011,2.765,1.2819999999999998,0.152,-10.699000000000002,3.791,1.757,0.008
838,NAM,Namibia,2195000.0,2012,3.364,1.533,0.163,21.668000000000006,4.982,2.27,0.01
839,NRU,Nauru,10000.0,2007,0.044,4.397,,,,,0.0
840,NRU,Nauru,10000.0,2008,0.044,4.397,,,,,0.0
841,NRU,Nauru,10000.0,2009,0.04,4.03,,-8.333,,,0.0
842,NRU,Nauru,10000.0,2010,0.044,4.397,,9.091,,,0.0
843,NRU,Nauru,10000.0,2011,0.04,4.03,,-8.333,,,0.0
844,NRU,Nauru,10000.0,2012,0.044,4.397,,9.091,,,0.0
845,NPL,Nepal,26383000.0,2007,2.571,0.097,0.067,4.667,4.71,0.179,0.008
846,NPL,Nepal,26667000.0,2008,3.3510000000000004,0.126,0.078,30.364,5.6110000000000015,0.21,0.01
847,NPL,Nepal,26884000.0,2009,4.129,0.154,0.085,23.198,7.412000000000001,0.276,0.013
848,NPL,Nepal,27013000.0,2010,4.824,0.179,0.08900000000000001,16.848,9.553,0.354,0.015
849,NPL,Nepal,27041000.0,2011,5.222,0.193,0.08800000000000001,8.231,10.25,0.379,0.015
850,NPL,Nepal,26989000.0,2012,5.47,0.203,0.084,4.755,10.194,0.378,0.016
851,NLD,Netherlands,16507000.0,2007,172.58700000000005,10.455,0.222,-0.058,181.077,10.97,0.552
852,NLD,Netherlands,16568000.0,2008,175.482,10.592,0.225,1.6769999999999998,183.594,11.081,0.5489999999999999
853,NLD,Netherlands,16626000.0,2009,170.168,10.235,0.227,-3.028,177.458,10.674,0.541
854,NLD,Netherlands,16683000.0,2010,182.118,10.916,0.247,7.023,184.185,11.04,0.55
855,NLD,Netherlands,16738000.0,2011,169.06599999999997,10.101,0.227,-7.167000000000002,168.05900000000003,10.041,0.494
856,NLD,Netherlands,16792000.0,2012,165.827,9.875,0.218,-1.916,165.075,9.831,0.477
857,NCL,New Caledonia,243000.0,2007,2.928,12.049,,8.205,,,0.009000000000000001
858,NCL,New Caledonia,247000.0,2008,2.849,11.534,,-2.699,,,0.009000000000000001
859,NCL,New Caledonia,250000.0,2009,2.9330000000000003,11.733,,2.957,,,0.009000000000000001
860,NCL,New Caledonia,254000.0,2010,3.557,14.005,,21.272,,,0.011
861,NCL,New Caledonia,257000.0,2011,3.54,13.775,,-0.481,,,0.01
862,NCL,New Caledonia,261000.0,2012,3.638,13.938,,2.762,,,0.01
863,NZL,New Zealand,4233000.0,2007,36.56,8.637,0.302,-2.419,40.523,9.573,0.117
864,NZL,New Zealand,4278000.0,2008,37.592,8.787,0.308,2.824,41.006,9.585,0.118
865,NZL,New Zealand,4323000.0,2009,34.762,8.041,0.274,-7.528,36.39,8.418,0.11
866,NZL,New Zealand,4370000.0,2010,34.958,7.999,0.263,0.562,36.767,8.414,0.106
867,NZL,New Zealand,4419000.0,2011,34.25,7.751,0.248,-2.026,37.849,8.565,0.1
868,NZL,New Zealand,4468000.0,2012,36.0,8.057,0.261,5.112,39.256,8.786,0.104
