record_no,iso_code,geo_reg,year,population,gdp,co2,co2_growth_prct,co2_growth_abs,consumption_co2,trade_co2,trade_co2_share,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita
3853,LKA,Sri Lanka,2007,19842000,128000000000.0,12.151,3.033,0.358,18.596,6.445,53.039,0.612,0.937,0.039,268.423,0.095,0.145,0.654,0.161,0.0,0.0,11.336,0.0,0.033,0.008,0.0,0.0,0.5710000000000001
3854,LKA,Sri Lanka,2008,19984000,138000000000.0,11.988,-1.345,-0.163,20.477,8.49,70.819,0.6,1.025,0.038,280.411,0.087,0.14800000000000002,0.688,0.22,0.0,0.0,11.08,0.0,0.034,0.011,0.0,0.0,0.5539999999999999
3855,LKA,Sri Lanka,2009,20124000,153000000000.0,12.943,7.972,0.956,19.826,6.882999999999999,53.174,0.643,0.985,0.041,293.3540000000001,0.085,0.13,0.7240000000000001,0.224,0.0,0.0,11.996,0.0,0.036000000000000004,0.011,0.0,0.0,0.596
3856,LKA,Sri Lanka,2010,20262000,171000000000.0,13.05,0.825,0.107,21.105,8.055,61.722,0.644,1.042,0.039,306.405,0.076,0.123,0.662,0.227,0.0,0.0,12.161,0.0,0.033,0.011,0.0,0.0,0.6
3857,LKA,Sri Lanka,2011,20398000,196000000000.0,14.887,14.071,1.836,25.908,11.022,74.038,0.73,1.27,0.044,321.291,0.076,0.132,0.7509999999999999,1.132,0.0,0.0,13.004,0.0,0.037000000000000005,0.056,0.0,0.0,0.637
3858,LKA,Sri Lanka,2012,20533000,211000000000.0,15.798,6.122000000000001,0.911,27.719,11.921,75.459,0.769,1.35,0.045,337.089,0.075,0.131,0.779,1.919,0.0,0.0,13.099,0.0,0.038,0.093,0.0,0.0,0.638
3873,SDN,Sudan,2007,32361000,110000000000.0,12.905,17.49,1.921,0.0,0.0,0.0,0.399,0.0,0.041,219.298,0.117,0.0,0.127,0.0,0.0,0.0,12.778,0.0,0.004,0.0,0.0,0.0,0.395
3874,SDN,Sudan,2008,33061000,120000000000.0,13.634,5.652,0.7290000000000001,0.0,0.0,0.0,0.412,0.0,0.043,232.932,0.114,0.0,0.097,0.0,0.0,0.0,13.537,0.0,0.003,0.0,0.0,0.0,0.409
3875,SDN,Sudan,2009,33784000,126000000000.0,14.189,4.069,0.555,0.0,0.0,0.0,0.42,0.0,0.045,247.121,0.113,0.0,0.243,0.0,0.0,0.0,13.946,0.0,0.006999999999999999,0.0,0.0,0.0,0.413
3876,SDN,Sudan,2010,34545000,139000000000.0,14.398,1.471,0.209,0.0,0.0,0.0,0.417,0.0,0.043,261.519,0.104,0.0,0.747,0.0,0.0,0.0,13.651,0.0,0.022,0.0,0.0,0.0,0.395
3877,SDN,Sudan,2011,35350000,152000000000.0,14.017,-2.644,-0.381,0.0,0.0,0.0,0.397,0.0,0.041,275.536,0.092,0.0,1.149,0.0,0.0,0.0,12.868,0.0,0.033,0.0,0.0,0.0,0.364
3878,SDN,Sudan,2012,36194000,122000000000.0,14.539,3.723,0.522,0.0,0.0,0.0,0.402,0.0,0.042,290.074,0.119,0.0,1.341,0.0,0.0,0.0,13.198,0.0,0.037000000000000005,0.0,0.0,0.0,0.365
3893,SUR,Suriname,2007,511000,0.0,1.757,1.024,0.018000000000000002,0.0,0.0,0.0,3.438,0.0,0.006,83.802,0.0,0.0,0.027000000000000003,0.0,0.0,0.006999999999999999,1.722,0.0,0.054000000000000006,0.0,0.0,0.014,3.37
3894,SUR,Suriname,2008,517000,0.0,1.936,10.179,0.179,0.0,0.0,0.0,3.744,0.0,0.006,85.73700000000002,0.0,0.0,0.027000000000000003,0.0,0.004,0.006999999999999999,1.898,0.0,0.052000000000000005,0.0,0.006999999999999999,0.014,3.671
3895,SUR,Suriname,2009,523000,0.0,1.995,3.0810000000000004,0.06,0.0,0.0,0.0,3.815,0.0,0.006,87.73299999999998,0.0,0.0,0.02,0.0,0.004,0.006999999999999999,1.964,0.0,0.039,0.0,0.006999999999999999,0.014,3.755
3896,SUR,Suriname,2010,529000,0.0,2.395,20.047,0.4,0.0,0.0,0.0,4.5280000000000005,0.0,0.006999999999999999,90.128,0.0,0.0,0.017,0.0,0.004,0.006999999999999999,2.367,0.0,0.033,0.0,0.006999999999999999,0.014,4.474
3897,SUR,Suriname,2011,535000,0.0,2.18,-9.007,-0.21600000000000005,0.0,0.0,0.0,4.074,0.0,0.006,92.308,0.0,0.0,0.029,0.0,0.004,0.006999999999999999,2.14,0.0,0.054000000000000006,0.0,0.006999999999999999,0.014,4.0
3898,SUR,Suriname,2012,541000,0.0,2.636,20.957,0.457,0.0,0.0,0.0,4.873,0.0,0.008,94.944,0.0,0.0,0.046,0.0,0.004,0.006999999999999999,2.579,0.0,0.085,0.0,0.006999999999999999,0.014,4.768
3913,SWE,Sweden,2007,9163000,387000000000.0,52.941,-1.366,-0.733,91.113,38.172,72.104,5.778,9.944,0.16899999999999998,4400.375,0.13699999999999998,0.235,1.339,10.800999999999998,0.848,2.182,37.023,0.747,0.146,1.179,0.093,0.238,4.04
3914,SWE,Sweden,2008,9236000,390000000000.0,50.856,-3.938,-2.085,87.46,36.604,71.975,5.506,9.469,0.159,4451.231,0.13,0.224,1.396,10.367,0.861,1.907,35.622,0.703,0.151,1.122,0.093,0.206,3.857
3915,SWE,Sweden,2009,9313000,375000000000.0,47.231,-7.127999999999999,-3.625,74.468,27.236,57.666,5.072,7.996,0.15,4498.463,0.126,0.199,1.263,7.388,0.8640000000000001,2.505,34.661,0.5489999999999999,0.136,0.7929999999999999,0.093,0.269,3.722
3916,SWE,Sweden,2010,9390000,394000000000.0,53.042,12.304,5.811,86.229,33.186,62.566,5.649,9.183,0.16,4551.505,0.135,0.219,1.324,10.34,0.825,3.458,36.394,0.701,0.141,1.101,0.08800000000000001,0.368,3.876
3917,SWE,Sweden,2011,9467000,398000000000.0,49.167,-7.306,-3.875,82.663,33.496,68.127,5.194,8.732000000000001,0.14400000000000002,4600.672000000001,0.124,0.208,1.361,9.494,0.8340000000000001,2.745,34.034,0.6990000000000001,0.14400000000000002,1.003,0.08800000000000001,0.29,3.595
3918,SWE,Sweden,2012,9543000,405000000000.0,46.692,-5.034,-2.475,78.31,31.618,67.715,4.893,8.206,0.134,4647.364000000001,0.115,0.193,1.479,8.669,0.838,2.383,32.656,0.667,0.155,0.908,0.08800000000000001,0.25,3.422
3933,CHE,Switzerland,2007,7537000,404000000000.0,43.368,-4.42,-2.005,115.62,72.251,166.59900000000005,5.754,15.34,0.139,2501.773,0.107,0.28600000000000003,1.885,0.742,0.042,6.277,34.176,0.246,0.25,0.098,0.006,0.833,4.534
3934,CHE,Switzerland,2008,7623000,427000000000.0,44.714,3.104,1.346,118.538,73.82300000000002,165.1,5.8660000000000005,15.55,0.14,2546.487,0.105,0.278,1.858,0.682,0.044,6.683,35.216,0.231,0.244,0.08900000000000001,0.006,0.877,4.62
3935,CHE,Switzerland,2009,7714000,427000000000.0,43.535,-2.638,-1.18,110.346,66.811,153.467,5.644,14.305,0.138,2590.022,0.102,0.258,1.848,0.637,0.044,6.403,34.409,0.194,0.24,0.083,0.006,0.83,4.461
3936,CHE,Switzerland,2010,7809000,433000000000.0,45.05,3.48,1.515,109.404,64.354,142.852,5.769,14.01,0.136,2635.072,0.104,0.253,1.955,0.65,0.046,7.16,35.022,0.218,0.25,0.083,0.006,0.917,4.485
3937,CHE,Switzerland,2011,7907000,473000000000.0,40.986,-9.021,-4.064,121.488,80.502,196.416,5.183,15.365,0.12,2676.057,0.087,0.257,1.925,0.609,0.056,6.364,31.82,0.211,0.243,0.077,0.006999999999999999,0.805,4.024
3938,CHE,Switzerland,2012,8008000,495000000000.0,42.255,3.097,1.269,114.564,72.309,171.127,5.277,14.306,0.122,2718.312,0.085,0.231,1.808,0.5579999999999999,0.047,6.959,32.673,0.21,0.226,0.07,0.006,0.8690000000000001,4.08
3953,SYR,Syria,2007,19878000,101000000000.0,65.718,24.372,12.878,0.0,0.0,0.0,3.306,0.0,0.21,1327.485,0.6509999999999999,0.0,1.848,0.011,1.022,11.498,51.34,0.0,0.093,0.001,0.051,0.578,2.583
3954,SYR,Syria,2008,20664000,107000000000.0,66.877,1.763,1.159,0.0,0.0,0.0,3.236,0.0,0.209,1394.362,0.625,0.0,1.911,0.011,0.835,11.201,52.919,0.0,0.092,0.001,0.04,0.542,2.5610000000000004
3955,SYR,Syria,2009,21206000,106000000000.0,61.562,-7.947999999999999,-5.315,0.0,0.0,0.0,2.903,0.0,0.196,1455.924,0.581,0.0,1.861,0.011,0.7440000000000001,13.761,45.185,0.0,0.08800000000000001,0.001,0.035,0.649,2.131
3956,SYR,Syria,2010,21363000,118000000000.0,60.716,-1.374,-0.846,0.0,0.0,0.0,2.842,0.0,0.183,1516.641,0.515,0.0,2.151,0.011,0.8540000000000001,17.858,39.842,0.0,0.101,0.001,0.04,0.836,1.865
3957,SYR,Syria,2011,21082000,122000000000.0,56.139,-7.5379999999999985,-4.577,0.0,0.0,0.0,2.6630000000000003,0.0,0.16399999999999998,1572.78,0.46,0.0,1.769,0.011,1.2819999999999998,15.059,38.018,0.0,0.084,0.001,0.061,0.7140000000000001,1.803
3958,SYR,Syria,2012,20439000,102000000000.0,43.79,-21.998,-12.349,0.0,0.0,0.0,2.142,0.0,0.126,1616.57,0.429,0.0,2.086,0.004,0.762,11.962,28.976,0.0,0.102,0.0,0.037000000000000005,0.585,1.418
3973,TWN,Taiwan,2007,22927000,858000000000.0,273.73400000000004,9.949,24.77,279.92400000000004,6.19,2.261,11.939,12.209,0.875,5376.887,0.319,0.326,7.295,158.915,0.0,22.812,84.712,0.0,0.318,6.931,0.0,0.995,3.695
3974,TWN,Taiwan,2008,23019000,815000000000.0,260.073,-4.9910000000000005,-13.661,266.068,5.995,2.305,11.298,11.559,0.8140000000000001,5636.96,0.319,0.326,6.619,152.32,0.0,24.673,76.46,0.0,0.28800000000000003,6.617000000000001,0.0,1.072,3.322
3975,TWN,Taiwan,2009,23105000,800000000000.0,246.907,-5.062,-13.166,240.615,-6.291,-2.548,10.686,10.414,0.785,5883.866999999998,0.309,0.301,6.0760000000000005,145.316,0.0,22.204,73.312,0.0,0.263,6.289,0.0,0.961,3.173
3976,TWN,Taiwan,2010,23188000,866000000000.0,264.82,7.255,17.913,272.798,7.979,3.013,11.421,11.765,0.799,6148.686,0.306,0.315,6.222,154.225,0.0,30.408,73.965,0.0,0.268,6.651,0.0,1.311,3.19
3977,TWN,Taiwan,2011,23269000,886000000000.0,266.485,0.629,1.666,266.138,-0.34700000000000003,-0.13,11.452,11.437,0.779,6415.172,0.301,0.3,6.374,156.05,0.0,32.097,71.965,0.0,0.274,6.706,0.0,1.379,3.093
3978,TWN,Taiwan,2012,23347000,889000000000.0,255.477,-4.131,-11.009,264.319,8.843,3.4610000000000003,10.943,11.321,0.735,6670.648,0.287,0.297,5.9620000000000015,151.21,0.0,30.312,67.993,0.0,0.255,6.477,0.0,1.298,2.912
3993,TJK,Tajikistan,2007,7063000,16692284416.0,3.204,21.645,0.57,0.0,0.0,0.0,0.454,0.0,0.01,359.69699999999995,0.192,0.0,0.13,0.315,0.0,1.238,1.521,0.0,0.018000000000000002,0.045,0.0,0.175,0.215
3994,TJK,Tajikistan,2008,7210000,19895148544.0,2.882,-10.069,-0.32299999999999995,0.0,0.0,0.0,0.4,0.0,0.009000000000000001,362.579,0.145,0.0,0.079,0.341,0.0,0.989,1.473,0.0,0.011,0.047,0.0,0.13699999999999998,0.204
3995,TJK,Tajikistan,2009,7365000,19063306240.0,2.431,-15.638,-0.451,0.0,0.0,0.0,0.33,0.0,0.008,365.01,0.128,0.0,0.08199999999999999,0.308,0.0,0.443,1.598,0.0,0.011,0.042,0.0,0.06,0.217
3996,TJK,Tajikistan,2010,7527000,21659891712.0,2.51,3.266,0.079,0.0,0.0,0.0,0.334,0.0,0.008,367.52,0.116,0.0,0.118,0.338,0.0,0.3670000000000001,1.6880000000000002,0.0,0.016,0.045,0.0,0.049,0.224
3997,TJK,Tajikistan,2011,7698000,23727597568.0,2.316,-7.73,-0.194,0.0,0.0,0.0,0.301,0.0,0.006999999999999999,369.837,0.098,0.0,0.122,0.37,0.0,0.37,1.455,0.0,0.016,0.048,0.0,0.048,0.189
3998,TJK,Tajikistan,2012,7875000,24950816768.0,2.904,25.373,0.588,0.0,0.0,0.0,0.369,0.0,0.008,372.741,0.116,0.0,0.094,0.703,0.0,0.271,1.837,0.0,0.012,0.08900000000000001,0.0,0.034,0.233
4013,TZA,Tanzania,2007,40681000,72266522624.0,5.71,-2.869,-0.16899999999999998,9.058,3.3480000000000003,58.632,0.14,0.223,0.018000000000000002,120.908,0.079,0.125,0.632,0.073,0.004,1.018,3.984,0.0,0.016,0.002,0.0,0.025,0.098
4014,TZA,Tanzania,2008,41854000,77897162752.0,5.915,3.592,0.205,10.989,5.074,85.773,0.141,0.263,0.019,126.824,0.076,0.141,0.6759999999999999,0.04,0.004,1.052,4.144,0.0,0.016,0.001,0.0,0.025,0.099
4015,TZA,Tanzania,2009,43074000,80690651136.0,5.771,-2.444,-0.145,10.739,4.9689999999999985,86.098,0.134,0.249,0.018000000000000002,132.594,0.07200000000000001,0.133,0.748,0.0,0.004,1.242,3.778,0.0,0.017,0.0,0.0,0.029,0.08800000000000001
4016,TZA,Tanzania,2010,44347000,90128039936.0,6.925,19.998,1.154,11.698,4.773,68.92,0.156,0.264,0.021,139.519,0.077,0.13,0.89,0.0,0.004,1.472,4.559,0.0,0.02,0.0,0.0,0.033,0.103
4017,TZA,Tanzania,2011,45674000,103000000000.0,7.752000000000002,11.945,0.8270000000000001,14.287,6.535,84.29700000000003,0.17,0.313,0.023,147.27200000000005,0.075,0.139,0.922,0.21600000000000005,0.004,1.626,4.984,0.0,0.02,0.005,0.0,0.036000000000000004,0.109
4018,TZA,Tanzania,2012,47053000,104000000000.0,9.062,16.899,1.31,16.804000000000002,7.741,85.426,0.193,0.35700000000000004,0.026,156.334,0.087,0.162,0.987,0.209,0.004,1.858,6.004,0.0,0.021,0.004,0.0,0.039,0.128
4033,THA,Thailand,2007,66182000,702000000000.0,230.762,1.337,3.045,216.047,-14.714,-6.376,3.487,3.264,0.737,3902.047,0.329,0.308,14.7,51.608,0.0,57.775,106.679,0.0,0.222,0.78,0.0,0.873,1.612
4034,THA,Thailand,2008,66531000,741000000000.0,228.116,-1.146,-2.6460000000000004,226.007,-2.11,-0.925,3.429,3.397,0.7140000000000001,4130.163,0.308,0.305,13.127,56.301,0.0,60.291,98.397,0.0,0.197,0.846,0.0,0.906,1.479
4035,THA,Thailand,2009,66867000,730000000000.0,243.279,6.647,15.163,225.238,-18.041,-7.416,3.638,3.3680000000000003,0.773,4373.442,0.333,0.309,14.089,52.979,0.0,71.658,104.554,0.0,0.211,0.792,0.0,1.072,1.564
4036,THA,Thailand,2010,67195000,826000000000.0,256.422,5.402,13.143,249.572,-6.85,-2.672,3.816,3.714,0.774,4629.865,0.31,0.302,12.103,56.144,0.0,80.983,107.192,0.0,0.18,0.836,0.0,1.205,1.595
4037,THA,Thailand,2011,67518000,878000000000.0,253.801,-1.022,-2.622,257.084,3.284,1.294,3.759,3.808,0.742,4883.665,0.289,0.293,12.838,62.9,0.0,70.495,107.568,0.0,0.19,0.932,0.0,1.044,1.5930000000000002
4038,THA,Thailand,2012,67836000,957000000000.0,270.175,6.4510000000000005,16.374000000000002,276.887,6.7120000000000015,2.484,3.983,4.082,0.777,5153.84,0.282,0.289,13.134,63.302,0.0,80.545,113.194,0.0,0.194,0.933,0.0,1.187,1.669
4051,TLS,Timor,2007,1036000,0.0,0.183,2.041,0.004,0.0,0.0,0.0,0.177,0.0,0.001,1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.177
4052,TLS,Timor,2008,1055000,0.0,0.202,10.0,0.018000000000000002,0.0,0.0,0.0,0.191,0.0,0.001,1.238,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.191
4053,TLS,Timor,2009,1074000,0.0,0.227,12.727,0.026,0.0,0.0,0.0,0.212,0.0,0.001,1.466,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.212
4054,TLS,Timor,2010,1094000,0.0,0.234,3.2260000000000004,0.006999999999999999,0.0,0.0,0.0,0.214,0.0,0.001,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.214
4055,TLS,Timor,2011,1113000,0.0,0.245,4.688,0.011,0.0,0.0,0.0,0.221,0.0,0.001,1.946,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.221
4056,TLS,Timor,2012,1133000,0.0,0.293,19.403,0.048,0.0,0.0,0.0,0.259,0.0,0.001,2.239,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.0,0.0,0.0,0.0,0.0,0.259
4071,TGO,Togo,2007,5920000,6797250048.0,1.517,1.083,0.016,4.738,3.222,212.399,0.256,0.8,0.005,38.171,0.223,0.6970000000000001,0.604,0.0,0.0,0.0,0.912,0.0,0.102,0.0,0.0,0.0,0.154
4072,TGO,Togo,2008,6083000,6960180224.0,1.523,0.397,0.006,3.953,2.43,159.569,0.25,0.65,0.005,39.69300000000001,0.219,0.568,0.471,0.0,0.0,0.0,1.052,0.0,0.077,0.0,0.0,0.0,0.173
4073,TGO,Togo,2009,6251000,7621949952.0,2.741,79.98899999999998,1.218,4.343,1.6030000000000002,58.472,0.438,0.695,0.009000000000000001,42.434,0.36,0.57,0.546,0.0,0.0,0.0,2.195,0.0,0.087,0.0,0.0,0.0,0.35100000000000003
4074,TGO,Togo,2010,6422000,8115184128.0,2.596,-5.295,-0.145,4.654,2.059,79.31,0.404,0.725,0.008,45.03,0.32,0.574,0.551,0.0,0.0,0.0,2.045,0.0,0.086,0.0,0.0,0.0,0.318
4075,TGO,Togo,2011,6596000,8309243904.0,2.504,-3.536,-0.092,4.562,2.0580000000000003,82.194,0.38,0.6920000000000001,0.006999999999999999,47.534,0.301,0.5489999999999999,0.624,0.0,0.0,0.015,1.865,0.0,0.095,0.0,0.0,0.002,0.28300000000000003
4076,TGO,Togo,2012,6774000,8631640064.0,2.216,-11.514,-0.28800000000000003,8.243,6.028,272.05,0.327,1.217,0.006,49.749,0.257,0.955,0.607,0.0,0.0,0.033,1.5759999999999998,0.0,0.09,0.0,0.0,0.005,0.233
4091,TON,Tonga,2007,103000,0.0,0.114,-11.429,-0.015,0.0,0.0,0.0,1.103,0.0,0.0,2.744,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,1.103
4092,TON,Tonga,2008,103000,0.0,0.121,6.452000000000001,0.006999999999999999,0.0,0.0,0.0,1.1740000000000002,0.0,0.0,2.865,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.0,1.1740000000000002
4093,TON,Tonga,2009,104000,0.0,0.132,9.091,0.011,0.0,0.0,0.0,1.268,0.0,0.0,2.997,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,1.268
4094,TON,Tonga,2010,104000,0.0,0.117,-11.111,-0.015,0.0,0.0,0.0,1.127,0.0,0.0,3.114,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,1.127
4095,TON,Tonga,2011,104000,0.0,0.103,-12.5,-0.015,0.0,0.0,0.0,0.986,0.0,0.0,3.217,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.986
4096,TON,Tonga,2012,103000,0.0,0.106,3.571,0.004,0.0,0.0,0.0,1.032,0.0,0.0,3.323,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,1.032
4111,TTO,Trinidad and Tobago,2007,1308000,34498105344.0,45.236,6.652,2.822,19.597,-25.638,-56.677,34.584,14.983,0.145,1008.619,1.311,0.568,0.363,0.0,0.0,39.908,4.965,0.0,0.277,0.0,0.0,30.511,3.796
4112,TTO,Trinidad and Tobago,2008,1314000,40615612416.0,44.095,-2.522,-1.141,19.944000000000006,-24.151,-54.771,33.558,15.178,0.138,1052.714,1.086,0.491,0.38,0.0,0.0,38.699,5.016,0.0,0.289,0.0,0.0,29.451,3.817
4113,TTO,Trinidad and Tobago,2009,1321000,28179300352.0,44.219,0.282,0.124,29.45,-14.769,-33.4,33.474000000000004,22.294,0.141,1096.933,1.569,1.045,0.343,0.0,0.0,39.088,4.789,0.0,0.26,0.0,0.0,29.589,3.625
4114,TTO,Trinidad and Tobago,2010,1328000,31569321984.0,46.959,6.195,2.739,28.407,-18.551,-39.505,35.36,21.391,0.142,1143.891,1.487,0.9,0.312,0.0,0.0,42.008,4.6389999999999985,0.0,0.235,0.0,0.0,31.632,3.4930000000000003
4115,TTO,Trinidad and Tobago,2011,1336000,36497113088.0,46.679,-0.596,-0.28,23.752,-22.927,-49.11600000000001,34.939,17.778,0.136,1190.57,1.279,0.6509999999999999,0.322,0.0,0.0,41.451,4.9060000000000015,0.0,0.241,0.0,0.0,31.026,3.672
4116,TTO,Trinidad and Tobago,2012,1345000,37210324992.0,45.556,-2.405,-1.123,24.16,-21.396,-46.966,33.871,17.963,0.131,1236.126,1.224,0.649,0.254,0.0,0.0,40.579,4.723,0.0,0.189,0.0,0.0,30.17,3.511
4131,TUN,Tunisia,2007,10305000,98348253184.0,23.684,4.7860000000000005,1.082,21.767,-1.918,-8.096,2.298,2.112,0.076,544.159,0.241,0.221,3.108,0.0,0.3,8.051,12.225,0.0,0.302,0.0,0.029,0.7809999999999999,1.186
4132,TUN,Tunisia,2008,10414000,104000000000.0,24.333,2.74,0.649,24.124,-0.209,-0.8590000000000001,2.337,2.317,0.076,568.492,0.234,0.232,3.295,0.0,0.3,8.766,11.972,0.0,0.316,0.0,0.029,0.8420000000000001,1.15
4133,TUN,Tunisia,2009,10526000,107000000000.0,24.322,-0.049,-0.012,23.395,-0.927,-3.81,2.311,2.2230000000000003,0.077,592.814,0.227,0.219,3.298,0.0,0.35200000000000004,9.12,11.553,0.0,0.313,0.0,0.033,0.866,1.098
4134,TUN,Tunisia,2010,10635000,113000000000.0,27.103,11.434,2.781,25.502,-1.6,-5.904,2.548,2.398,0.08199999999999999,619.9159999999998,0.24,0.226,3.488,0.055,0.425,11.637,11.498,0.0,0.328,0.005,0.04,1.094,1.081
4135,TUN,Tunisia,2011,10742000,111000000000.0,25.524,-5.823,-1.578,24.493,-1.031,-4.04,2.376,2.28,0.075,645.441,0.23,0.221,3.0380000000000003,0.044,0.403,11.267,10.772,0.0,0.28300000000000003,0.004,0.038,1.0490000000000002,1.003
4136,TUN,Tunisia,2012,10847000,115000000000.0,26.306,3.064,0.782,23.92,-2.386,-9.07,2.425,2.205,0.076,671.747,0.229,0.208,2.934,0.0,0.392,12.157,10.823,0.0,0.27,0.0,0.036000000000000004,1.121,0.998
4151,TUR,Turkey,2007,69582000,1080000000000.0,312.737,11.038,31.088,363.976,51.239,16.384,4.495,5.231,0.999,6081.209,0.29,0.337,22.78,125.958,0.133,71.985,87.131,4.751,0.327,1.81,0.002,1.035,1.252
4152,TUR,Turkey,2008,70419000,1150000000000.0,309.321,-1.092,-3.4160000000000004,359.199,49.878,16.125,4.393,5.101,0.968,6390.53,0.269,0.312,24.837,122.73,0.135,71.544,85.825,4.251,0.353,1.743,0.002,1.016,1.219
4153,TUR,Turkey,2009,71321000,1130000000000.0,315.36,1.952,6.0379999999999985,336.202,20.843000000000004,6.609,4.422,4.714,1.002,6705.89,0.279,0.298,26.558000000000003,130.27200000000002,0.138,71.354,83.353,3.685,0.3720000000000001,1.827,0.002,1.0,1.169
4154,TUR,Turkey,2010,72327000,1250000000000.0,314.38,-0.311,-0.98,365.628,51.24800000000001,16.301,4.347,5.055,0.949,7020.27,0.252,0.293,29.284,129.47799999999998,0.156,71.64,79.712,4.11,0.405,1.79,0.002,0.991,1.102
4155,TUR,Turkey,2011,73443000,1400000000000.0,339.482,7.985,25.102,388.017,48.534,14.297,4.622,5.283,0.992,7359.751999999998,0.242,0.277,30.527,135.078,0.151,86.01899999999998,82.936,4.771,0.416,1.839,0.002,1.171,1.129
4156,TUR,Turkey,2012,74651000,1490000000000.0,353.666,4.178,14.184,395.913,42.247,11.945,4.738,5.3039999999999985,1.017,7713.419,0.237,0.266,30.449,141.429,0.14400000000000002,87.081,88.62799999999999,5.935,0.408,1.895,0.002,1.167,1.187
4171,TKM,Turkmenistan,2007,4870000,48069406720.0,55.89,13.202,6.518,0.0,0.0,0.0,11.476,0.0,0.179,1891.339,1.163,0.0,0.362,0.0,0.0,39.85,15.678,0.0,0.07400000000000001,0.0,0.0,8.183,3.219
4172,TKM,Turkmenistan,2008,4936000,50641723392.0,56.666,1.388,0.7759999999999999,0.0,0.0,0.0,11.48,0.0,0.177,1948.005,1.119,0.0,0.39,0.0,0.0,40.073,16.202,0.0,0.079,0.0,0.0,8.119,3.282
4173,TKM,Turkmenistan,2009,5008000,77655597056.0,50.17100000000001,-11.462,-6.495,0.0,0.0,0.0,10.018,0.0,0.159,1998.176,0.6459999999999999,0.0,0.421,0.0,0.0,34.497,15.253,0.0,0.084,0.0,0.0,6.888,3.0460000000000003
4174,TKM,Turkmenistan,2010,5087000,80971538432.0,57.109,13.829,6.938,0.0,0.0,0.0,11.226,0.0,0.172,2055.285,0.705,0.0,0.438,0.0,0.0,39.685,16.986,0.0,0.086,0.0,0.0,7.801,3.339
4175,TKM,Turkmenistan,2011,5174000,82540445696.0,62.182,8.884,5.073,0.0,0.0,0.0,12.018,0.0,0.182,2117.467,0.753,0.0,0.737,0.0,0.0,43.69300000000001,17.752,0.0,0.142,0.0,0.0,8.445,3.431
4176,TKM,Turkmenistan,2012,5268000,86524477440.0,64.533,3.78,2.351,0.0,0.0,0.0,12.25,0.0,0.18600000000000005,2182.0,0.746,0.0,0.893,0.0,0.0,45.065,18.575,0.0,0.16899999999999998,0.0,0.0,8.554,3.526
4191,TCA,Turks and Caicos Islands,2007,30000,0.0,0.165,15.385,0.022,0.0,0.0,0.0,5.496,0.0,0.001,1.3259999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,5.496
4192,TCA,Turks and Caicos Islands,2008,31000,0.0,0.172,4.444,0.006999999999999999,0.0,0.0,0.0,5.555,0.0,0.001,1.499,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,5.555
4193,TCA,Turks and Caicos Islands,2009,32000,0.0,0.18,4.255,0.006999999999999999,0.0,0.0,0.0,5.61,0.0,0.001,1.6780000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,5.61
4194,TCA,Turks and Caicos Islands,2010,33000,0.0,0.183,2.041,0.004,0.0,0.0,0.0,5.5520000000000005,0.0,0.001,1.861,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,5.5520000000000005
4195,TCA,Turks and Caicos Islands,2011,33000,0.0,0.183,0.0,0.0,0.0,0.0,0.0,5.5520000000000005,0.0,0.001,2.045,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,5.5520000000000005
